神龙之魂1|1|2|30|0|1|0|1|100|100|200|200|43|1
神龙之魂2|1|2|12|0|1|0|1|100|100|200|200|43|1
神龙之魂3|1|2|15|0|1|0|1|100|100|200|200|43|1
神龙之魂1|2|3|30|0|1|0|1|80|100|300|600|45|1
神龙之魂2|2|3|12|0|1|0|1|80|100|300|600|45|1
神龙之魂3|2|3|15|0|1|0|1|80|100|300|600|45|1
神龙之魂1|3|4|30|0|1|0|1|80|100|400|800|47|1
神龙之魂2|3|4|12|0|1|0|1|80|100|400|800|47|1
神龙之魂3|3|4|15|0|1|0|1|80|100|400|800|47|1
神龙之魂1|4|5|30|0|1|0|1|60|100|500|1000|48|1
神龙之魂2|4|5|12|0|1|0|1|60|100|500|1000|48|1
神龙之魂3|4|5|15|0|1|0|1|60|100|500|1000|48|1
神龙之魂1|5|6|30|0|2|0|2|60|100|800|1600|49|1
神龙之魂2|5|6|12|0|2|0|2|60|100|800|1600|49|1
神龙之魂3|5|6|15|0|2|0|2|60|100|800|1600|49|1
神龙之魂1|6|7|30|0|2|0|2|30|100|1000|2000|50|1
神龙之魂2|6|7|12|0|2|0|2|30|100|1000|2000|50|1
神龙之魂3|6|7|15|0|2|0|2|30|100|1000|2000|50|1
神龙之魂1|7|8|60|1|2|1|2|30|100|1250|2500|51|1
神龙之魂2|7|8|18|1|2|1|2|30|100|1250|2500|51|1
神龙之魂3|7|8|30|1|2|1|2|30|100|1250|2500|51|1
神龙之魂1|8|9|60|0|2|0|2|25|100|1500|3000|52|1
神龙之魂2|8|9|18|0|2|0|2|25|100|1500|3000|52|1
神龙之魂3|8|9|30|0|2|0|2|25|100|1500|3000|52|1
神龙之魂1|9|10|60|0|2|0|2|25|100|2000|4000|53|1
神龙之魂2|9|10|18|0|2|0|2|25|100|2000|4000|53|1
神龙之魂3|9|10|30|0|2|0|2|25|100|2000|4000|53|1
神龙之魂1|10|11|60|0|2|0|2|20|100|2500|5000|54|1
神龙之魂2|10|11|18|0|2|0|2|20|100|2500|5000|54|1
神龙之魂3|10|11|30|0|2|0|2|20|100|2500|5000|54|1
神龙之翼1|1|2|150|0|5|0|5|15|100|3000|6000|56|13
神龙之翼2|1|2|60|0|5|0|5|15|100|3000|6000|56|13
神龙之翼3|1|2|75|0|5|0|5|15|100|3000|6000|56|13
神龙之翼1|2|3|180|0|6|0|6|10|100|5000|10000|57|13
神龙之翼2|2|3|72|0|6|0|6|10|100|5000|10000|57|13
神龙之翼3|2|3|90|0|6|0|6|10|100|5000|10000|57|13
